state,state_ab,county,county_ab,fips,county_name
New Mexico,NM,Quay,QU,35037,"Quay, New Mexico"
New Mexico,NM,Rio Arriba,RA,35039,"Rio Arriba, New Mexico"
New Mexico,NM,Roosevelt,RS,35041,"Roosevelt, New Mexico"
New Mexico,NM,Sandoval,SJ,35043,"Sandoval, New Mexico"
New Mexico,NM,San Juan,SM,35045,"San Juan, New Mexico"
New Mexico,NM,San Miguel,SA,35047,"San Miguel, New Mexico"
New Mexico,NM,Santa Fe,SF,35049,"Santa Fe, New Mexico"
New Mexico,NM,Sierra,SI,35051,"Sierra, New Mexico"
New Mexico,NM,Socorro,SO,35053,"Socorro, New Mexico"
New Mexico,NM,Taos,TA,35055,"Taos, New Mexico"
New Mexico,NM,Torrance,TR,35057,"Torrance, New Mexico"
New Mexico,NM,Union,UN,35059,"Union, New Mexico"
New Mexico,NM,Valencia,VA,35061,"Valencia, New Mexico"
New York,NY,Albany,AL,36001,"Albany, New York"
New York,NY,Allegany,AE,36003,"Allegany, New York"
New York,NY,Bronx,BR,36005,"Bronx, New York"
New York,NY,Broome,BO,36007,"Broome, New York"
New York,NY,Cattaraugus,CA,36009,"Cattaraugus, New York"
New York,NY,Cayuga,CY,36011,"Cayuga, New York"
New York,NY,Chautauqua,CH,36013,"Chautauqua, New York"
New York,NY,Chemung,CE,36015,"Chemung, New York"
New York,NY,Chenango,CN,36017,"Chenango, New York"
New York,NY,Clinton,CL,36019,"Clinton, New York"
New York,NY,Columbia,CO,36021,"Columbia, New York"
New York,NY,Cortland,CT,36023,"Cortland, New York"
New York,NY,DE,DE,36025,"Delaware, New York"
New York,NY,Dutchess,DU,36027,"Dutchess, New York"
New York,NY,Erie,ER,36029,"Erie, New York"
New York,NY,Essex,ES,36031,"Essex, New York"
New York,NY,Franklin,FR,36033,"Franklin, New York"
New York,NY,Fulton,FU,36035,"Fulton, New York"
New York,NY,Genesee,GE,36037,"Genesee, New York"
New York,NY,Greene,GR,36039,"Greene, New York"
New York,NY,Hamilton,HA,36041,"Hamilton, New York"
New York,NY,Herkimer,HE,36043,"Herkimer, New York"
New York,NY,Jefferson,JE,36045,"Jefferson, New York"
New York,NY,Kings,KI,36047,"Kings, New York"
New York,NY,Lewis,LE,36049,"Lewis, New York"
New York,NY,Livingston,LI,36051,"Livingston, New York"
New York,NY,Madison,MA,36053,"Madison, New York"
New York,NY,Monroe,MN,36055,"Monroe, New York"
New York,NY,Montgomery,MO,36057,"Montgomery, New York"
New York,NY,Nassau,,36059,"Nassau, New York"
New York,NY,NY,NY,36061,"New York, New York"
New York,NY,Niagara,NI,36063,"Niagara, New York"
New York,NY,Oneida,ON,36065,"Oneida, New York"
New York,NY,Onondaga,OO,36067,"Onondaga, New York"
New York,NY,Ontario,OT,36069,"Ontario, New York"
New York,NY,Orange,OR,36071,"Orange, New York"
New York,NY,Orleans,OL,36073,"Orleans, New York"
New York,NY,Oswego,OS,36075,"Oswego, New York"
New York,NY,Otsego,OG,36077,"Otsego, New York"
New York,NY,Putnam,PU,36079,"Putnam, New York"
New York,NY,Queens,QU,36081,"Queens, New York"
New York,NY,Rensselaer,RE,36083,"Rensselaer, New York"
New York,NY,Richmond,RI,36085,"Richmond, New York"
New York,NY,Rockland,RO,36087,"Rockland, New York"
New York,NY,St. Lawrence,SA,36089,"St. Lawrence, New York"
New York,NY,Saratoga,SC,36091,"Saratoga, New York"
New York,NY,Schenectady,SH,36093,"Schenectady, New York"
New York,NY,Schoharie,SU,36095,"Schoharie, New York"
New York,NY,Schuyler,SE,36097,"Schuyler, New York"
New York,NY,Seneca,SL,36099,"Seneca, New York"
New York,NY,Steuben,ST,36101,"Steuben, New York"
New York,NY,Suffolk,SF,36103,"Suffolk, New York"
New York,NY,Sullivan,SV,36105,"Sullivan, New York"
New York,NY,Tioga,TI,36107,"Tioga, New York"
New York,NY,Tompkins,TO,36109,"Tompkins, New York"
New York,NY,Ulster,UL,36111,"Ulster, New York"
New York,NY,Warren,WA,36113,"Warren, New York"
New York,NY,WA,WS,36115,"Washington, New York"
New York,NY,Wayne,WY,36117,"Wayne, New York"
New York,NY,Westchester,WE,36119,"Westchester, New York"
New York,NY,WY,WO,36121,"Wyoming, New York"
New York,NY,Yates,YA,36123,"Yates, New York"
North Carolina,NC,Alamance,AL,37001,"Alamance, North Carolina"
North Carolina,NC,Alexander,AE,37003,"Alexander, North Carolina"
North Carolina,NC,Alleghany,AG,37005,"Alleghany, North Carolina"
North Carolina,NC,Anson,AN,37007,"Anson, North Carolina"
North Carolina,NC,Ashe,AS,37009,"Ashe, North Carolina"
North Carolina,NC,Avery,AV,37011,"Avery, North Carolina"
North Carolina,NC,Beaufort,BE,37013,"Beaufort, North Carolina"
North Carolina,NC,Bertie,BR,37015,"Bertie, North Carolina"
North Carolina,NC,Bladen,BL,37017,"Bladen, North Carolina"
North Carolina,NC,Brunswick,BS,37019,"Brunswick, North Carolina"
North Carolina,NC,Buncombe,BU,37021,"Buncombe, North Carolina"
North Carolina,NC,Burke,BK,37023,"Burke, North Carolina"
North Carolina,NC,Cabarrus,CA,37025,"Cabarrus, North Carolina"
North Carolina,NC,Caldwell,CL,37027,"Caldwell, North Carolina"
North Carolina,NC,Camden,CM,37029,"Camden, North Carolina"
North Carolina,NC,Carteret,CR,37031,"Carteret, North Carolina"
North Carolina,NC,Caswell,CS,37033,"Caswell, North Carolina"
North Carolina,NC,Catawba,CT,37035,"Catawba, North Carolina"
North Carolina,NC,Chatham,CH,37037,"Chatham, North Carolina"
North Carolina,NC,Cherokee,CE,37039,"Cherokee, North Carolina"
North Carolina,NC,Chowan,CO,37041,"Chowan, North Carolina"
North Carolina,NC,Clay,CY,37043,"Clay, North Carolina"
North Carolina,NC,Cleveland,CV,37045,"Cleveland, North Carolina"
North Carolina,NC,Columbus,CU,37047,"Columbus, North Carolina"
North Carolina,NC,Craven,CN,37049,"Craven, North Carolina"
North Carolina,NC,Cumberland,CB,37051,"Cumberland, North Carolina"
North Carolina,NC,Currituck,CK,37053,"Currituck, North Carolina"
North Carolina,NC,Dare,DA,37055,"Dare, North Carolina"
North Carolina,NC,Davidson,DV,37057,"Davidson, North Carolina"
North Carolina,NC,Davie,DI,37059,"Davie, North Carolina"
North Carolina,NC,Duplin,DU,37061,"Duplin, North Carolina"
North Carolina,NC,Durham,DR,37063,"Durham, North Carolina"
North Carolina,NC,Edgecombe,ED,37065,"Edgecombe, North Carolina"
North Carolina,NC,Forsyth,FO,37067,"Forsyth, North Carolina"
North Carolina,NC,Franklin,FR,37069,"Franklin, North Carolina"
North Carolina,NC,Gaston,GA,37071,"Gaston, North Carolina"
North Carolina,NC,Gates,GT,37073,"Gates, North Carolina"
North Carolina,NC,Graham,GR,37075,"Graham, North Carolina"
North Carolina,NC,Granville,GN,37077,"Granville, North Carolina"
North Carolina,NC,Greene,GE,37079,"Greene, North Carolina"
North Carolina,NC,Guilford,GU,37081,"Guilford, North Carolina"
North Carolina,NC,Halifax,HA,37083,"Halifax, North Carolina"
North Carolina,NC,Harnett,HR,37085,"Harnett, North Carolina"
North Carolina,NC,Haywood,HW,37087,"Haywood, North Carolina"
North Carolina,NC,Henderson,HD,37089,"Henderson, North Carolina"
North Carolina,NC,Hertford,HT,37091,"Hertford, North Carolina"
North Carolina,NC,Hoke,HO,37093,"Hoke, North Carolina"
North Carolina,NC,Hyde,HY,37095,"Hyde, North Carolina"
North Carolina,NC,Iredell,IR,37097,"Iredell, North Carolina"
North Carolina,NC,Jackson,JA,37099,"Jackson, North Carolina"
North Carolina,NC,Johnston,JO,37101,"Johnston, North Carolina"
North Carolina,NC,Jones,JN,37103,"Jones, North Carolina"
North Carolina,NC,Lee,LE,37105,"Lee, North Carolina"
North Carolina,NC,Lenoir,LN,37107,"Lenoir, North Carolina"
North Carolina,NC,Lincoln,LI,37109,"Lincoln, North Carolina"
North Carolina,NC,McDowell,MA,37111,"McDowell, North Carolina"
North Carolina,NC,Macon,MS,37113,"Macon, North Carolina"
North Carolina,NC,Madison,MT,37115,"Madison, North Carolina"
North Carolina,NC,Martin,MD,37117,"Martin, North Carolina"
North Carolina,NC,Mecklenburg,MK,37119,"Mecklenburg, North Carolina"
North Carolina,NC,Mitchell,MI,37121,"Mitchell, North Carolina"
North Carolina,NC,Montgomery,MG,37123,"Montgomery, North Carolina"
North Carolina,NC,Moore,MO,37125,"Moore, North Carolina"
North Carolina,NC,Nash,,37127,"Nash, North Carolina"
North Carolina,NC,New Hanover,NH,37129,"New Hanover, North Carolina"
North Carolina,NC,Northampton,NT,37131,"Northampton, North Carolina"
North Carolina,NC,Onslow,ON,37133,"Onslow, North Carolina"
North Carolina,NC,Orange,OR,37135,"Orange, North Carolina"
North Carolina,NC,Pamlico,PA,37137,"Pamlico, North Carolina"
North Carolina,NC,Pasquotank,PS,37139,"Pasquotank, North Carolina"
North Carolina,NC,Pender,PE,37141,"Pender, North Carolina"
North Carolina,NC,Perquimans,PR,37143,"Perquimans, North Carolina"
North Carolina,NC,Person,PO,37145,"Person, North Carolina"
North Carolina,NC,Pitt,PI,37147,"Pitt, North Carolina"
North Carolina,NC,Polk,PL,37149,"Polk, North Carolina"
North Carolina,NC,Randolph,RA,37151,"Randolph, North Carolina"
North Carolina,NC,Richmond,RI,37153,"Richmond, North Carolina"
North Carolina,NC,Robeson,RO,37155,"Robeson, North Carolina"
North Carolina,NC,Rockingham,RC,37157,"Rockingham, North Carolina"
North Carolina,NC,Rowan,RW,37159,"Rowan, North Carolina"
North Carolina,NC,Rutherford,RU,37161,"Rutherford, North Carolina"
North Carolina,NC,Sampson,SA,37163,"Sampson, North Carolina"
North Carolina,NC,Scotland,SC,37165,"Scotland, North Carolina"
North Carolina,NC,Stanly,ST,37167,"Stanly, North Carolina"
North Carolina,NC,Stokes,SO,37169,"Stokes, North Carolina"
North Carolina,NC,Surry,SU,37171,"Surry, North Carolina"
North Carolina,NC,Swain,SW,37173,"Swain, North Carolina"
North Carolina,NC,Transylvania,TR,37175,"Transylvania, North Carolina"
North Carolina,NC,Tyrrell,TY,37177,"Tyrrell, North Carolina"
North Carolina,NC,Union,UN,37179,"Union, North Carolina"
North Carolina,NC,Vance,VA,37181,"Vance, North Carolina"
North Carolina,NC,Wake,WA,37183,"Wake, North Carolina"
North Carolina,NC,Warren,WR,37185,"Warren, North Carolina"
North Carolina,NC,WA,WS,37187,"Washington, North Carolina"
North Carolina,NC,Watauga,WT,37189,"Watauga, North Carolina"
North Carolina,NC,Wayne,WY,37191,"Wayne, North Carolina"
North Carolina,NC,Wilkes,WI,37193,"Wilkes, North Carolina"
North Carolina,NC,Wilson,WL,37195,"Wilson, North Carolina"
North Carolina,NC,Yadkin,YA,37197,"Yadkin, North Carolina"
North Carolina,NC,Yancey,YN,37199,"Yancey, North Carolina"
North Dakota,ND,Adams,AD,38001,"Adams, North Dakota"
North Dakota,ND,Barnes,BA,38003,"Barnes, North Dakota"
North Dakota,ND,Benson,BE,38005,"Benson, North Dakota"
North Dakota,ND,Billings,BI,38007,"Billings, North Dakota"
North Dakota,ND,Bottineau,BO,38009,"Bottineau, North Dakota"
North Dakota,ND,Bowman,BW,38011,"Bowman, North Dakota"
North Dakota,ND,Burke,BU,38013,"Burke, North Dakota"
North Dakota,ND,Burleigh,BR,38015,"Burleigh, North Dakota"
North Dakota,ND,Cass,CA,38017,"Cass, North Dakota"
North Dakota,ND,Cavalier,CV,38019,"Cavalier, North Dakota"
North Dakota,ND,Dickey,DI,38021,"Dickey, North Dakota"
North Dakota,ND,Divide,DV,38023,"Divide, North Dakota"
North Dakota,ND,Dunn,DN,38025,"Dunn, North Dakota"
North Dakota,ND,Eddy,ED,38027,"Eddy, North Dakota"
North Dakota,ND,Emmons,EM,38029,"Emmons, North Dakota"
North Dakota,ND,Foster,FO,38031,"Foster, North Dakota"
North Dakota,ND,Golden Valley,GV,38033,"Golden Valley, North Dakota"
North Dakota,ND,Grand Forks,GF,38035,"Grand Forks, North Dakota"
North Dakota,ND,Grant,GR,38037,"Grant, North Dakota"
North Dakota,ND,Griggs,GN,38039,"Griggs, North Dakota"
North Dakota,ND,Hettinger,HE,38041,"Hettinger, North Dakota"
North Dakota,ND,Kidder,KI,38043,"Kidder, North Dakota"
North Dakota,ND,LaMoure,LM,38045,"LaMoure, North Dakota"
North Dakota,ND,Logan,LO,38047,"Logan, North Dakota"
North Dakota,ND,McHenry,MH,38049,"McHenry, North Dakota"
North Dakota,ND,McIntosh,MI,38051,"McIntosh, North Dakota"
North Dakota,ND,McKenzie,MK,38053,"McKenzie, North Dakota"
North Dakota,ND,McLean,ML,38055,"McLean, North Dakota"
North Dakota,ND,Mercer,ME,38057,"Mercer, North Dakota"
North Dakota,ND,Morton,MO,38059,"Morton, North Dakota"
North Dakota,ND,Mountrail,MT,38061,"Mountrail, North Dakota"
North Dakota,ND,Nelson,NE,38063,"Nelson, North Dakota"
North Dakota,ND,Oliver,OL,38065,"Oliver, North Dakota"
North Dakota,ND,Pembina,PE,38067,"Pembina, North Dakota"
North Dakota,ND,Pierce,PI,38069,"Pierce, North Dakota"
North Dakota,ND,Ramsey,RA,38071,"Ramsey, North Dakota"
North Dakota,ND,Ransom,RN,38073,"Ransom, North Dakota"
North Dakota,ND,Renville,RV,38075,"Renville, North Dakota"
North Dakota,ND,Richland,RI,38077,"Richland, North Dakota"
North Dakota,ND,Rolette,RO,38079,"Rolette, North Dakota"
North Dakota,ND,Sargent,SA,38081,"Sargent, North Dakota"
North Dakota,ND,Sheridan,SH,38083,"Sheridan, North Dakota"
North Dakota,ND,Sioux,SI,38085,"Sioux, North Dakota"
North Dakota,ND,Slope,SL,38087,"Slope, North Dakota"
North Dakota,ND,Stark,ST,38089,"Stark, North Dakota"
North Dakota,ND,Steele,SE,38091,"Steele, North Dakota"
North Dakota,ND,Stutsman,SU,38093,"Stutsman, North Dakota"
North Dakota,ND,Towner,TO,38095,"Towner, North Dakota"
North Dakota,ND,Traill,TR,38097,"Traill, North Dakota"
North Dakota,ND,Walsh,WA,38099,"Walsh, North Dakota"
North Dakota,ND,Ward,WR,38101,"Ward, North Dakota"
North Dakota,ND,Wells,WE,38103,"Wells, North Dakota"
North Dakota,ND,Williams,WI,38105,"Williams, North Dakota"
Ohio,OH,Adams,AD,39001,"Adams, Ohio"
Ohio,OH,Allen,AL,39003,"Allen, Ohio"
Ohio,OH,Ashland,AS,39005,"Ashland, Ohio"
Ohio,OH,Ashtabula,AH,39007,"Ashtabula, Ohio"
Ohio,OH,Athens,AT,39009,"Athens, Ohio"
Ohio,OH,Auglaize,AU,39011,"Auglaize, Ohio"
Ohio,OH,Belmont,BE,39013,"Belmont, Ohio"
Ohio,OH,Brown,BR,39015,"Brown, Ohio"
Ohio,OH,Butler,BT,39017,"Butler, Ohio"
Ohio,OH,Carroll,CA,39019,"Carroll, Ohio"
Ohio,OH,Champaign,CH,39021,"Champaign, Ohio"
Ohio,OH,Clark,CL,39023,"Clark, Ohio"
Ohio,OH,Clermont,CE,39025,"Clermont, Ohio"
Ohio,OH,Clinton,CI,39027,"Clinton, Ohio"
Ohio,OH,Columbiana,CO,39029,"Columbiana, Ohio"
Ohio,OH,Coshocton,CS,39031,"Coshocton, Ohio"
Ohio,OH,Crawford,CW,39033,"Crawford, Ohio"
Ohio,OH,Cuyahoga,CU,39035,"Cuyahoga, Ohio"
Ohio,OH,Darke,DA,39037,"Darke, Ohio"
Ohio,OH,Defiance,DE,39039,"Defiance, Ohio"
Ohio,OH,DE,DL,39041,"Delaware, Ohio"
Ohio,OH,Erie,ER,39043,"Erie, Ohio"
Ohio,OH,Fairfield,FA,39045,"Fairfield, Ohio"
Ohio,OH,Fayette,FY,39047,"Fayette, Ohio"
Ohio,OH,Franklin,FR,39049,"Franklin, Ohio"
Ohio,OH,Fulton,FU,39051,"Fulton, Ohio"
Ohio,OH,Gallia,GA,39053,"Gallia, Ohio"
Ohio,OH,Geauga,GE,39055,"Geauga, Ohio"
Ohio,OH,Greene,GR,39057,"Greene, Ohio"
Ohio,OH,Guernsey,GU,39059,"Guernsey, Ohio"
Ohio,OH,Hamilton,HA,39061,"Hamilton, Ohio"
Ohio,OH,Hancock,HN,39063,"Hancock, Ohio"
Ohio,OH,Hardin,HR,39065,"Hardin, Ohio"
Ohio,OH,Harrison,HI,39067,"Harrison, Ohio"
Ohio,OH,Henry,HY,39069,"Henry, Ohio"
Ohio,OH,Highland,HG,39071,"Highland, Ohio"
Ohio,OH,Hocking,HO,39073,"Hocking, Ohio"
Ohio,OH,Holmes,HL,39075,"Holmes, Ohio"
Ohio,OH,Huron,HU,39077,"Huron, Ohio"
Ohio,OH,Jackson,JA,39079,"Jackson, Ohio"
Ohio,OH,Jefferson,JE,39081,"Jefferson, Ohio"
Ohio,OH,Knox,KN,39083,"Knox, Ohio"
Ohio,OH,Lake,LA,39085,"Lake, Ohio"
Ohio,OH,Lawrence,LW,39087,"Lawrence, Ohio"
Ohio,OH,Licking,LI,39089,"Licking, Ohio"
Ohio,OH,Logan,LO,39091,"Logan, Ohio"
Ohio,OH,Lorain,LR,39093,"Lorain, Ohio"
Ohio,OH,Lucas,LU,39095,"Lucas, Ohio"
Ohio,OH,Madison,MA,39097,"Madison, Ohio"
Ohio,OH,Mahoning,MH,39099,"Mahoning, Ohio"
Ohio,OH,Marion,MR,39101,"Marion, Ohio"
Ohio,OH,Medina,ME,39103,"Medina, Ohio"
Ohio,OH,Meigs,MI,39105,"Meigs, Ohio"
Ohio,OH,Mercer,MC,39107,"Mercer, Ohio"
Ohio,OH,Miami,MM,39109,"Miami, Ohio"
Ohio,OH,Monroe,MO,39111,"Monroe, Ohio"
Ohio,OH,Montgomery,MG,39113,"Montgomery, Ohio"
Ohio,OH,Morgan,MN,39115,"Morgan, Ohio"
Ohio,OH,Morrow,MW,39117,"Morrow, Ohio"
Ohio,OH,Muskingum,MK,39119,"Muskingum, Ohio"
Ohio,OH,Noble,NO,39121,"Noble, Ohio"
Ohio,OH,Ottawa,OT,39123,"Ottawa, Ohio"
Ohio,OH,Paulding,PA,39125,"Paulding, Ohio"
Ohio,OH,Perry,PE,39127,"Perry, Ohio"
Ohio,OH,Pickaway,PI,39129,"Pickaway, Ohio"
Ohio,OH,Pike,PK,39131,"Pike, Ohio"
Ohio,OH,Portage,PO,39133,"Portage, Ohio"
Ohio,OH,Preble,PR,39135,"Preble, Ohio"
Ohio,OH,Putnam,PU,39137,"Putnam, Ohio"
Ohio,OH,Richland,RI,39139,"Richland, Ohio"
Ohio,OH,Ross,RO,39141,"Ross, Ohio"
Ohio,OH,Sandusky,SA,39143,"Sandusky, Ohio"
Ohio,OH,Scioto,SC,39145,"Scioto, Ohio"
Ohio,OH,Seneca,SE,39147,"Seneca, Ohio"
Ohio,OH,Shelby,SH,39149,"Shelby, Ohio"
Ohio,OH,Stark,ST,39151,"Stark, Ohio"
Ohio,OH,Summit,SU,39153,"Summit, Ohio"
Ohio,OH,Trumbull,TR,39155,"Trumbull, Ohio"
Ohio,OH,Tuscarawas,TU,39157,"Tuscarawas, Ohio"
Ohio,OH,Union,UN,39159,"Union, Ohio"
Ohio,OH,Van Wert,VW,39161,"Van Wert, Ohio"
Ohio,OH,Vinton,VI,39163,"Vinton, Ohio"
Ohio,OH,Warren,WA,39165,"Warren, Ohio"
Ohio,OH,WA,WS,39167,"Washington, Ohio"
Ohio,OH,Wayne,WY,39169,"Wayne, Ohio"
Ohio,OH,Williams,WI,39171,"Williams, Ohio"
Ohio,OH,Wood,WO,39173,"Wood, Ohio"
Ohio,OH,Wyandot,WD,39175,"Wyandot, Ohio"
Oklahoma,OK,Adair,AD,40001,"Adair, Oklahoma"
Oklahoma,OK,Alfalfa,AL,40003,"Alfalfa, Oklahoma"
Oklahoma,OK,Atoka,AT,40005,"Atoka, Oklahoma"
Oklahoma,OK,Beaver,BE,40007,"Beaver, Oklahoma"
Oklahoma,OK,Beckham,BC,40009,"Beckham, Oklahoma"
Oklahoma,OK,Blaine,BL,40011,"Blaine, Oklahoma"
Oklahoma,OK,Bryan,BR,40013,"Bryan, Oklahoma"
Oklahoma,OK,Caddo,CA,40015,"Caddo, Oklahoma"
Oklahoma,OK,Canadian,CN,40017,"Canadian, Oklahoma"
Oklahoma,OK,Carter,CR,40019,"Carter, Oklahoma"
Oklahoma,OK,Cherokee,CH,40021,"Cherokee, Oklahoma"
Oklahoma,OK,Choctaw,CO,40023,"Choctaw, Oklahoma"
Oklahoma,OK,Cimarron,CI,40025,"Cimarron, Oklahoma"
Oklahoma,OK,Cleveland,CE,40027,"Cleveland, Oklahoma"
Oklahoma,OK,Coal,CL,40029,"Coal, Oklahoma"
Oklahoma,OK,Comanche,CM,40031,"Comanche, Oklahoma"
Oklahoma,OK,Cotton,CT,40033,"Cotton, Oklahoma"
Oklahoma,OK,Craig,CG,40035,"Craig, Oklahoma"
Oklahoma,OK,Creek,CK,40037,"Creek, Oklahoma"
Oklahoma,OK,Custer,CS,40039,"Custer, Oklahoma"
Oklahoma,OK,DE,DE,40041,"Delaware, Oklahoma"
Oklahoma,OK,Dewey,DW,40043,"Dewey, Oklahoma"
Oklahoma,OK,Ellis,EL,40045,"Ellis, Oklahoma"
Oklahoma,OK,Garfield,GA,40047,"Garfield, Oklahoma"
Oklahoma,OK,Garvin,GR,40049,"Garvin, Oklahoma"
Oklahoma,OK,Grady,GD,40051,"Grady, Oklahoma"
Oklahoma,OK,Grant,GN,40053,"Grant, Oklahoma"
Oklahoma,OK,Greer,GE,40055,"Greer, Oklahoma"
Oklahoma,OK,Harmon,HA,40057,"Harmon, Oklahoma"
Oklahoma,OK,Harper,HR,40059,"Harper, Oklahoma"
Oklahoma,OK,Haskell,HS,40061,"Haskell, Oklahoma"
Oklahoma,OK,Hughes,HU,40063,"Hughes, Oklahoma"
Oklahoma,OK,Jackson,JA,40065,"Jackson, Oklahoma"
Oklahoma,OK,Jefferson,JE,40067,"Jefferson, Oklahoma"
Oklahoma,OK,Johnston,JO,40069,"Johnston, Oklahoma"
Oklahoma,OK,Kay,KA,40071,"Kay, Oklahoma"
Oklahoma,OK,Kingfisher,KI,40073,"Kingfisher, Oklahoma"
Oklahoma,OK,KIA,KO,40075,"Kiowa, Oklahoma"
Oklahoma,OK,Latimer,LA,40077,"Latimer, Oklahoma"
Oklahoma,OK,Le Flore,LF,40079,"Le Flore, Oklahoma"
Oklahoma,OK,Lincoln,LI,40081,"Lincoln, Oklahoma"
Oklahoma,OK,Logan,LO,40083,"Logan, Oklahoma"
Oklahoma,OK,Love,LV,40085,"Love, Oklahoma"
Oklahoma,OK,McClain,MA,40087,"McClain, Oklahoma"
Oklahoma,OK,McCurtain,MR,40089,"McCurtain, Oklahoma"
Oklahoma,OK,McIntosh,MY,40091,"McIntosh, Oklahoma"
Oklahoma,OK,Major,MC,40093,"Major, Oklahoma"
Oklahoma,OK,Marshall,MT,40095,"Marshall, Oklahoma"
Oklahoma,OK,Mayes,ML,40097,"Mayes, Oklahoma"
Oklahoma,OK,Murray,MU,40099,"Murray, Oklahoma"
Oklahoma,OK,Muskogee,MK,40101,"Muskogee, Oklahoma"
Oklahoma,OK,Noble,NO,40103,"Noble, Oklahoma"
Oklahoma,OK,Nowata,NW,40105,"Nowata, Oklahoma"
Oklahoma,OK,Okfuskee,OK,40107,"Okfuskee, Oklahoma"
Oklahoma,OK,OK,OL,40109,"Oklahoma, Oklahoma"
Oklahoma,OK,Okmulgee,OM,40111,"Okmulgee, Oklahoma"
Oklahoma,OK,Osage,OS,40113,"Osage, Oklahoma"
Oklahoma,OK,Ottawa,OT,40115,"Ottawa, Oklahoma"
Oklahoma,OK,Pawnee,PA,40117,"Pawnee, Oklahoma"
Oklahoma,OK,Payne,PY,40119,"Payne, Oklahoma"
Oklahoma,OK,Pittsburg,PI,40121,"Pittsburg, Oklahoma"
Oklahoma,OK,Pontotoc,PO,40123,"Pontotoc, Oklahoma"
Oklahoma,OK,Pottawatomie,PW,40125,"Pottawatomie, Oklahoma"
Oklahoma,OK,Pushmataha,PU,40127,"Pushmataha, Oklahoma"
Oklahoma,OK,Roger Mills,RM,40129,"Roger Mills, Oklahoma"
Oklahoma,OK,Rogers,RO,40131,"Rogers, Oklahoma"
Oklahoma,OK,Seminole,SE,40133,"Seminole, Oklahoma"
Oklahoma,OK,Sequoyah,SQ,40135,"Sequoyah, Oklahoma"
Oklahoma,OK,Stephens,ST,40137,"Stephens, Oklahoma"
Oklahoma,OK,TX,TE,40139,"Texas, Oklahoma"
Oklahoma,OK,Tillman,TI,40141,"Tillman, Oklahoma"
Oklahoma,OK,Tulsa,TU,40143,"Tulsa, Oklahoma"
Oklahoma,OK,Wagoner,WA,40145,"Wagoner, Oklahoma"
Oklahoma,OK,WA,WS,40147,"Washington, Oklahoma"
Oklahoma,OK,Washita,WH,40149,"Washita, Oklahoma"
Oklahoma,OK,Woods,WO,40151,"Woods, Oklahoma"
Oklahoma,OK,Woodward,WD,40153,"Woodward, Oklahoma"
Oregon,OR,Baker,BA,41001,"Baker, Oregon"
Oregon,OR,Benton,BE,41003,"Benton, Oregon"
Oregon,OR,Clackamas,CL,41005,"Clackamas, Oregon"
Oregon,OR,Clatsop,CA,41007,"Clatsop, Oregon"
Oregon,OR,Columbia,CO,41009,"Columbia, Oregon"
Oregon,OR,Coos,CS,41011,"Coos, Oregon"
Oregon,OR,Crook,CR,41013,"Crook, Oregon"
Oregon,OR,Curry,CU,41015,"Curry, Oregon"
Oregon,OR,Deschutes,DE,41017,"Deschutes, Oregon"
Oregon,OR,Douglas,DO,41019,"Douglas, Oregon"
Oregon,OR,Gilliam,GI,41021,"Gilliam, Oregon"
Oregon,OR,Grant,GR,41023,"Grant, Oregon"
Oregon,OR,Harney,HA,41025,"Harney, Oregon"
Oregon,OR,Hood River,HR,41027,"Hood River, Oregon"
Oregon,OR,Jackson,JA,41029,"Jackson, Oregon"
Oregon,OR,Jefferson,JE,41031,"Jefferson, Oregon"
Oregon,OR,Josephine,JO,41033,"Josephine, Oregon"
Oregon,OR,Klamath,KL,41035,"Klamath, Oregon"
Oregon,OR,Lake,LA,41037,"Lake, Oregon"
Oregon,OR,Lane,LE,41039,"Lane, Oregon"
Oregon,OR,Lincoln,LI,41041,"Lincoln, Oregon"
Oregon,OR,Linn,LN,41043,"Linn, Oregon"
Oregon,OR,Malheur,MA,41045,"Malheur, Oregon"
Oregon,OR,Marion,MR,41047,"Marion, Oregon"
Oregon,OR,Morrow,MO,41049,"Morrow, Oregon"
Oregon,OR,Multnomah,MU,41051,"Multnomah, Oregon"
Oregon,OR,Polk,PO,41053,"Polk, Oregon"
Oregon,OR,Sherman,SH,41055,"Sherman, Oregon"
Oregon,OR,Tillamook,TI,41057,"Tillamook, Oregon"
Oregon,OR,Umatilla,UM,41059,"Umatilla, Oregon"
Oregon,OR,Union,UN,41061,"Union, Oregon"
Oregon,OR,Wallowa,WA,41063,"Wallowa, Oregon"
Oregon,OR,Wasco,WS,41065,"Wasco, Oregon"
Oregon,OR,WA,WH,41067,"Washington, Oregon"
Oregon,OR,Wheeler,WE,41069,"Wheeler, Oregon"
Oregon,OR,Yamhill,YA,41071,"Yamhill, Oregon"
Pennsylvania,PA,Adams,AD,42001,"Adams, Pennsylvania"
Pennsylvania,PA,Allegheny,AL,42003,"Allegheny, Pennsylvania"
Pennsylvania,PA,Armstrong,AR,42005,"Armstrong, Pennsylvania"
Pennsylvania,PA,Beaver,BE,42007,"Beaver, Pennsylvania"
Pennsylvania,PA,Bedford,BD,42009,"Bedford, Pennsylvania"
Pennsylvania,PA,Berks,BR,42011,"Berks, Pennsylvania"
Pennsylvania,PA,Blair,BL,42013,"Blair, Pennsylvania"
